MDC,MDC,1600,1600,MDC
MCCIII,MCCIII,1203,1203,MCCIII
MMMMDCC,MMMMDCC,4700,4700,MMMMDCC
MMCCLXXV,MMCCLXXV,2275,2275,MMCCLXXV
MMDCCCXXXXVI,MMDCCCXLVI,2846,2846,MMDCCCXLVI
MMMMCCCLXV,MMMMCCCLXV,4365,4365,MMMMCCCLXV
CDXIIII,CDXIV,414,414,CDXIV
MLXIIII,MLXIV,1064,1064,MLXIV
CCV,CCV,205,205,CCV
MMMCMXXXI,MMMCMXXXI,3931,3931,MMMCMXXXI
CCCCLXVI,CDLXVI,466,466,CDLXVI
MDXXXII,MDXXXII,1532,1532,MDXXXII
MMMMCCCLVIII,MMMMCCCLVIII,4358,4358,MMMMCCCLVIII
MMV,MMV,2005,2005,MMV
MMMCLII,MMMCLII,3152,3152,MMMCLII
MCMLI,MCMLI,1951,1951,MCMLI
MMDCCXX,MMDCCXX,2720,2720,MMDCCXX
MMMMCCCCXXXVI,MMMMCDXXXVI,4436,4436,MMMMCDXXXVI
MCCLXXXI,MCCLXXXI,1281,1281,MCCLXXXI
MMMCMVI,MMMCMVI,3906,3906,MMMCMVI
DCCXXX,DCCXXX,730,730,DCCXXX
MMMMCCCLXV,MMMMCCCLXV,4365,4365,MMMMCCCLXV
DCCCXI,DCCCXI,811,811,DCCCXI
MMMMDCCCXIV,MMMMDCCCXIV,4814,4814,MMMMDCCCXIV
CCCXXI,CCCXXI,321,321,CCCXXI
MMDLXXV,MMDLXXV,2575,2575,MMDLXXV
CCCCLXXXX,CDXC,490,490,CDXC
MCCCLXXXXII,MCCCXCII,1392,1392,MCCCXCII
MMDCIX,MMDCIX,2609,2609,MMDCIX
DCCXLIIII,DCCXLIV,744,744,DCCXLIV
DXIV,DXIV,514,514,DXIV
MMMMCLII,MMMMCLII,4152,4152,MMMMCLII
CDLXI,CDLXI,461,461,CDLXI
MMMCXXVII,MMMCXXVII,3127,3127,MMMCXXVII
MMMMDCCCCLXIII,MMMMCMLXIII,4963,4963,MMMMCMLXIII
MMMDCLIIII,MMMDCLIV,3654,3654,MMMDCLIV
MCCCCXXXXII,MCDXLII,1442,1442,MCDXLII
MMCCCLX,MMCCCLX,2360,2360,MMCCCLX
CCCCLIII,CDLIII,453,453,CDLIII
MDCCLXXVI,MDCCLXXVI,1776,1776,MDCCLXXVI
MCMXXIII,MCMXXIII,1923,1923,MCMXXIII
MMMMDLXXVIII,MMMMDLXXVIII,4578,4578,MMMMDLXXVIII
MMDCCCCLX,MMCMLX,2960,2960,MMCMLX
MMMCCCLXXXX,MMMCCCXC,3390,3390,MMMCCCXC
MMMCDXXVI,MMMCDXXVI,3426,3426,MMMCDXXVI
MMMDLVIII,MMMDLVIII,3558,3558,MMMDLVIII
CCCLXI,CCCLXI,361,361,CCCLXI
MMMMDCXXII,MMMMDCXXII,4622,4622,MMMMDCXXII
MMDCCCXXI,MMDCCCXXI,2821,2821,MMDCCCXXI
MMDCCXIII,MMDCCXIII,2713,2713,MMDCCXIII
MMMMCLXXXVI,MMMMCLXXXVI,4186,4186,MMMMCLXXXVI
MDCCCCXXVI,MCMXXVI,1926,1926,MCMXXVI
MDV,MDV,1505,1505,MDV
MMDCCCCLXXVI,MMCMLXXVI,2976,2976,MMCMLXXVI
MMMMCCXXXVII,MMMMCCXXXVII,4237,4237,MMMMCCXXXVII
MMMDCCLXXVIIII,MMMDCCLXXIX,3779,3779,MMMDCCLXXIX
MMMCCCCLXVII,MMMCDLXVII,3467,3467,MMMCDLXVII
DCCXLI,DCCXLI,741,741,DCCXLI
MMCLXXXVIII,MMCLXXXVIII,2188,2188,MMCLXXXVIII
MCCXXXVI,MCCXXXVI,1236,1236,MCCXXXVI
MMDCXLVIII,MMDCXLVIII,2648,2648,MMDCXLVIII
MMMMCXXXII,MMMMCXXXII,4132,4132,MMMMCXXXII
MMMMDCCLXVI,MMMMDCCLXVI,4766,4766,MMMMDCCLXVI
MMMMCMLI,MMMMCMLI,4951,4951,MMMMCMLI
MMMMCLXV,MMMMCLXV,4165,4165,MMMMCLXV
MMMMDCCCXCIV,MMMMDCCCXCIV,4894,4894,MMMMDCCCXCIV
MCCLXXVII,MCCLXXVII,1277,1277,MCCLXXVII
LXXVIIII,LXXIX,79,79,LXXIX
DCCLII,DCCLII,752,752,DCCLII
MMMCCCXCVI,MMMCCCXCVI,3396,3396,MMMCCCXCVI
MMMCLV,MMMCLV,3155,3155,MMMCLV
MMDCCCXXXXVIII,MMDCCCXLVIII,2848,2848,MMDCCCXLVIII
DCCCXV,DCCCXV,815,815,DCCCXV
MXC,MXC,1090,1090,MXC
MMDCCLXXXXVII,MMDCCXCVII,2797,2797,MMDCCXCVII
MMMMCML,MMMMCML,4950,4950,MMMMCML
MMDCCCLXXVIII,MMDCCCLXXVIII,2878,2878,MMDCCCLXXVIII
DXXI,DXXI,521,521,DXXI
MCCCXLI,MCCCXLI,1341,1341,MCCCXLI
DCLXXXXI,DCXCI,691,691,DCXCI
MMCCCLXXXXVIII,MMCCCXCVIII,2398,2398,MMCCCXCVIII
MDCCCCLXXVIII,MCMLXXVIII,1978,1978,MCMLXXVIII
MMMMDXXV,MMMMDXXV,4525,4525,MMMMDXXV
MMMDCXXXVI,MMMDCXXXVI,3636,3636,MMMDCXXXVI
MMMCMXCVII,MMMCMXCVII,3997,3997,MMMCMXCVII
MMXVIIII,MMXIX,2019,2019,MMXIX
MMMDCCLXXIV,MMMDCCLXXIV,3774,3774,MMMDCCLXXIV
MMMCXXV,MMMCXXV,3125,3125,MMMCXXV
DXXXVIII,DXXXVIII,538,538,DXXXVIII
MMMMCLXVI,MMMMCLXVI,4166,4166,MMMMCLXVI
MDXII,MDXII,1512,1512,MDXII
MMCCCLXX,MMCCCLXX,2370,2370,MMCCCLXX
CCLXXI,CCLXXI,271,271,CCLXXI
DXIV,DXIV,514,514,DXIV
MMMCLIII,MMMCLIII,3153,3153,MMMCLIII
DLII,DLII,552,552,DLII
MMMCCCXLIX,MMMCCCXLIX,3349,3349,MMMCCCXLIX
MMCCCCXXVI,MMCDXXVI,2426,2426,MMCDXXVI
MMDCXLIII,MMDCXLIII,2643,2643,MMDCXLIII
MXXXXII,MXLII,1042,1042,MXLII
CCCLXXXV,CCCLXXXV,385,385,CCCLXXXV
MDCLXXVI,MDCLXXVI,1676,1676,MDCLXXVI
MDCXII,MDCXII,1612,1612,MDCXII
MMMCCCLXXXIII,MMMCCCLXXXIII,3383,3383,MMMCCCLXXXIII
MMDCCCCLXXXII,MMCMLXXXII,2982,2982,MMCMLXXXII
MMMMCCCLXXXV,MMMMCCCLXXXV,4385,4385,MMMMCCCLXXXV
MMDCXXI,MMDCXXI,2621,2621,MMDCXXI
DCCCXXX,DCCCXXX,830,830,DCCCXXX
MMMDCCCCLII,MMMCMLII,3952,3952,MMMCMLII
MMMDCCXXII,MMMDCCXXII,3722,3722,MMMDCCXXII
MMMMCDXCVIII,MMMMCDXCVIII,4498,4498,MMMMCDXCVIII
MMMCCLXVIIII,MMMCCLXIX,3269,3269,MMMCCLXIX
MMXXV,MMXXV,2025,2025,MMXXV
MMMMCDXIX,MMMMCDXIX,4419,4419,MMMMCDXIX
MMMMCCCX,MMMMCCCX,4310,4310,MMMMCCCX
MMMCCCCLXVI,MMMCDLXVI,3466,3466,MMMCDLXVI
MMMMDCLXXVIIII,MMMMDCLXXIX,4679,4679,MMMMDCLXXIX
MMMMDCXXXXIV,MMMMDCXLIV,4644,4644,MMMMDCXLIV
MMMCMXII,MMMCMXII,3912,3912,MMMCMXII
MMMMXXXIII,MMMMXXXIII,4033,4033,MMMMXXXIII
MMMMDLXXXII,MMMMDLXXXII,4582,4582,MMMMDLXXXII
DCCCLIV,DCCCLIV,854,854,DCCCLIV
MDXVIIII,MDXIX,1519,1519,MDXIX
MMMCLXXXXV,MMMCXCV,3195,3195,MMMCXCV
CCCCXX,CDXX,420,420,CDXX
MMDIX,MMDIX,2509,2509,MMDIX
MMCMLXXXVIII,MMCMLXXXVIII,2988,2988,MMCMLXXXVIII
DCCXLIII,DCCXLIII,743,743,DCCXLIII
DCCLX,DCCLX,760,760,DCCLX
D,D,500,500,D
MCCCVII,MCCCVII,1307,1307,MCCCVII
MMMMCCCLXXXIII,MMMMCCCLXXXIII,4383,4383,MMMMCCCLXXXIII
MDCCCLXXIIII,MDCCCLXXIV,1874,1874,MDCCCLXXIV
MMMDCCCCLXXXVII,MMMCMLXXXVII,3987,3987,MMMCMLXXXVII
MMMMCCCVII,MMMMCCCVII,4307,4307,MMMMCCCVII
MMMDCCLXXXXVI,MMMDCCXCVI,3796,3796,MMMDCCXCVI
CDXXXIV,CDXXXIV,434,434,CDXXXIV
MCCLXVIII,MCCLXVIII,1268,1268,MCCLXVIII
MMMMDLX,MMMMDLX,4560,4560,MMMMDLX
MMMMDXII,MMMMDXII,4512,4512,MMMMDXII
MMMMCCCCLIIII,MMMMCDLIV,4454,4454,MMMMCDLIV
MCMLXXXXIII,MCMXCIII,1993,1993,MCMXCIII
MMMMDCCCIII,MMMMDCCCIII,4803,4803,MMMMDCCCIII
MMDCLXXXIII,MMDCLXXXIII,2683,2683,MMDCLXXXIII
MDCCCXXXXIV,MDCCCXLIV,1844,1844,MDCCCXLIV
XXXXVII,XLVII,47,47,XLVII
MMMDCCCXXXII,MMMDCCCXXXII,3832,3832,MMMDCCCXXXII
MMMDCCCXLII,MMMDCCCXLII,3842,3842,MMMDCCCXLII
MCXXXV,MCXXXV,1135,1135,MCXXXV
MDCXXVIIII,MDCXXIX,1629,1629,MDCXXIX
MMMCXXXXIIII,MMMCXLIV,3144,3144,MMMCXLIV
MMMMCDXVII,MMMMCDXVII,4417,4417,MMMMCDXVII
MMMDXXIII,MMMDXXIII,3523,3523,MMMDXXIII
MMMMCCCCLXI,MMMMCDLXI,4461,4461,MMMMCDLXI
DCLXXXXVIIII,DCXCIX,699,699,DCXCIX
LXXXXI,XCI,91,91,XCI
CXXXIII,CXXXIII,133,133,CXXXIII
MCDX,MCDX,1410,1410,MCDX
MCCLVII,MCCLVII,1257,1257,MCCLVII
MDCXXXXII,MDCXLII,1642,1642,MDCXLII
MMMCXXIV,MMMCXXIV,3124,3124,MMMCXXIV
MMMMLXXXX,MMMMXC,4090,4090,MMMMXC
MMDCCCCXLV,MMCMXLV,2945,2945,MMCMXLV
MLXXX,MLXXX,1080,1080,MLXXX
MMDCCCCLX,MMCMLX,2960,2960,MMCMLX
MCDLIII,MCDLIII,1453,1453,MCDLIII
MMMCCCLXVII,MMMCCCLXVII,3367,3367,MMMCCCLXVII
MMMMCCCLXXIV,MMMMCCCLXXIV,4374,4374,MMMMCCCLXXIV
MMMDCVIII,MMMDCVIII,3608,3608,MMMDCVIII
DCCCCXXIII,CMXXIII,923,923,CMXXIII
MMXCI,MMXCI,2091,2091,MMXCI
MMDCCIV,MMDCCIV,2704,2704,MMDCCIV
MMMMDCCCXXXIV,MMMMDCCCXXXIV,4834,4834,MMMMDCCCXXXIV
CCCLXXI,CCCLXXI,371,371,CCCLXXI
MCCLXXXII,MCCLXXXII,1282,1282,MCCLXXXII
MCMIII,MCMIII,1903,1903,MCMIII
CCXXXI,CCXXXI,231,231,CCXXXI
DCCXXXVIII,DCCXXXVIII,738,738,DCCXXXVIII
MMMMDCCXLVIIII,MMMMDCCXLIX,4749,4749,MMMMDCCXLIX
MMMMCMXXXV,MMMMCMXXXV,4935,4935,MMMMCMXXXV
DCCCLXXV,DCCCLXXV,875,875,DCCCLXXV
DCCXCI,DCCXCI,791,791,DCCXCI
MMMMDVII,MMMMDVII,4507,4507,MMMMDVII
MMMMDCCCLXVIIII,MMMMDCCCLXIX,4869,4869,MMMMDCCCLXIX
CCCXCV,CCCXCV,395,395,CCCXCV
MMMMDCCXX,MMMMDCCXX,4720,4720,MMMMDCCXX
MCCCCII,MCDII,1402,1402,MCDII
MMMCCCXC,MMMCCCXC,3390,3390,MMMCCCXC
MMMCCCII,MMMCCCII,3302,3302,MMMCCCII
MMDCCLXXVII,MMDCCLXXVII,2777,2777,MMDCCLXXVII
MMDCLIIII,MMDCLIV,2654,2654,MMDCLIV
CCXLIII,CCXLIII,243,243,CCXLIII
MMMDCXVIII,MMMDCXVIII,3618,3618,MMMDCXVIII
MMMCCCIX,MMMCCCIX,3309,3309,MMMCCCIX
MCXV,MCXV,1115,1115,MCXV
MMCCXXV,MMCCXXV,2225,2225,MMCCXXV
MLXXIIII,MLXXIV,1074,1074,MLXXIV
MDCCXXVI,MDCCXXVI,1726,1726,MDCCXXVI
MMMCCCXX,MMMCCCXX,3320,3320,MMMCCCXX
MMDLXX,MMDLXX,2570,2570,MMDLXX
MMCCCCVI,MMCDVI,2406,2406,MMCDVI
MMDCCXX,MMDCCXX,2720,2720,MMDCCXX
MMMMDCCCCXCV,MMMMCMXCV,4995,4995,MMMMCMXCV
MDCCCXXXII,MDCCCXXXII,1832,1832,MDCCCXXXII
MMMMDCCCCXXXX,MMMMCMXL,4940,4940,MMMMCMXL
XCIV,XCIV,94,94,XCIV
MMCCCCLX,MMCDLX,2460,2460,MMCDLX
MMXVII,MMXVII,2017,2017,MMXVII
MLXXI,MLXXI,1071,1071,MLXXI
MMMDXXVIII,MMMDXXVIII,3528,3528,MMMDXXVIII
MDCCCCII,MCMII,1902,1902,MCMII
MMMCMLVII,MMMCMLVII,3957,3957,MMMCMLVII
MMCLXXXXVIII,MMCXCVIII,2198,2198,MMCXCVIII
MDCCCCLV,MCMLV,1955,1955,MCMLV
MCCCCLXXIIII,MCDLXXIV,1474,1474,MCDLXXIV
MCCCLII,MCCCLII,1352,1352,MCCCLII
MCDXLVI,MCDXLVI,1446,1446,MCDXLVI
MMMMDXVIII,MMMMDXVIII,4518,4518,MMMMDXVIII
DCCLXXXIX,DCCLXXXIX,789,789,DCCLXXXIX
MMMDCCLXIV,MMMDCCLXIV,3764,3764,MMMDCCLXIV
MDCCCCXLIII,MCMXLIII,1943,1943,MCMXLIII
CLXXXXV,CXCV,195,195,CXCV
MMMMCCXXXVI,MMMMCCXXXVI,4236,4236,MMMMCCXXXVI
MMMDCCCXXI,MMMDCCCXXI,3821,3821,MMMDCCCXXI
MMMMCDLXXVII,MMMMCDLXXVII,4477,4477,MMMMCDLXXVII
MCDLIII,MCDLIII,1453,1453,MCDLIII
MMCCXLVI,MMCCXLVI,2246,2246,MMCCXLVI
DCCCLV,DCCCLV,855,855,DCCCLV
MCDLXX,MCDLXX,1470,1470,MCDLXX
DCLXXVIII,DCLXXVIII,678,678,DCLXXVIII
MMDCXXXIX,MMDCXXXIX,2639,2639,MMDCXXXIX
MMMMDCLX,MMMMDCLX,4660,4660,MMMMDCLX
MMDCCLI,MMDCCLI,2751,2751,MMDCCLI
MMCXXXV,MMCXXXV,2135,2135,MMCXXXV
MMMCCXII,MMMCCXII,3212,3212,MMMCCXII
MMMMCMLXII,MMMMCMLXII,4962,4962,MMMMCMLXII
MMMMCCV,MMMMCCV,4205,4205,MMMMCCV
MCCCCLXIX,MCDLXIX,1469,1469,MCDLXIX
MMMMCCIII,MMMMCCIII,4203,4203,MMMMCCIII
CLXVII,CLXVII,167,167,CLXVII
MCCCLXXXXIIII,MCCCXCIV,1394,1394,MCCCXCIV
MMMMDCVIII,MMMMDCVIII,4608,4608,MMMMDCVIII
MMDCCCLXI,MMDCCCLXI,2861,2861,MMDCCCLXI
MMLXXIX,MMLXXIX,2079,2079,MMLXXIX
CMLXIX,CMLXIX,969,969,CMLXIX
MMDCCCXLVIIII,MMDCCCXLIX,2849,2849,MMDCCCXLIX
DCLXII,DCLXII,662,662,DCLXII
MMMCCCXLVII,MMMCCCXLVII,3347,3347,MMMCCCXLVII
MDCCCXXXV,MDCCCXXXV,1835,1835,MDCCCXXXV
MMMMDCCXCVI,MMMMDCCXCVI,4796,4796,MMMMDCCXCVI
DCXXX,DCXXX,630,630,DCXXX
XXVI,XXVI,26,26,XXVI
MMLXIX,MMLXIX,2069,2069,MMLXIX
MMCXI,MMCXI,2111,2111,MMCXI
DCXXXVII,DCXXXVII,637,637,DCXXXVII
MMMMCCCXXXXVIII,MMMMCCCXLVIII,4348,4348,MMMMCCCXLVIII
MMMMDCLXI,MMMMDCLXI,4661,4661,MMMMDCLXI
MMMMDCLXXIIII,MMMMDCLXXIV,4674,4674,MMMMDCLXXIV
MMMMVIII,MMMMVIII,4008,4008,MMMMVIII
MMMMDCCCLXII,MMMMDCCCLXII,4862,4862,MMMMDCCCLXII
MDCXCI,MDCXCI,1691,1691,MDCXCI
MMCCCXXIIII,MMCCCXXIV,2324,2324,MMCCCXXIV
CCCCXXXXV,CDXLV,445,445,CDXLV
MMDCCCXXI,MMDCCCXXI,2821,2821,MMDCCCXXI
MCVI,MCVI,1106,1106,MCVI
MMDCCLXVIII,MMDCCLXVIII,2768,2768,MMDCCLXVIII
MMMMCXL,MMMMCXL,4140,4140,MMMMCXL
MLXVIII,MLXVIII,1068,1068,MLXVIII
CMXXVII,CMXXVII,927,927,CMXXVII
CCCLV,CCCLV,355,355,CCCLV
MDCCLXXXIX,MDCCLXXXIX,1789,1789,MDCCLXXXIX
MMMCCCCLXV,MMMCDLXV,3465,3465,MMMCDLXV
MMDCCLXII,MMDCCLXII,2762,2762,MMDCCLXII
MDLXVI,MDLXVI,1566,1566,MDLXVI
MMMCCCXVIII,MMMCCCXVIII,3318,3318,MMMCCCXVIII
MMMMCCLXXXI,MMMMCCLXXXI,4281,4281,MMMMCCLXXXI
MMCXXVII,MMCXXVII,2127,2127,MMCXXVII
MMDCCCLXVIII,MMDCCCLXVIII,2868,2868,MMDCCCLXVIII
MMMCXCII,MMMCXCII,3192,3192,MMMCXCII
MMMMDCLVIII,MMMMDCLVIII,4658,4658,MMMMDCLVIII
MMMMDCCCXXXXII,MMMMDCCCXLII,4842,4842,MMMMDCCCXLII
MMDCCCCLXXXXVI,MMCMXCVI,2996,2996,MMCMXCVI
MDCCXL,MDCCXL,1740,1740,MDCCXL
MDCCLVII,MDCCLVII,1757,1757,MDCCLVII
MMMMDCCCLXXXVI,MMMMDCCCLXXXVI,4886,4886,MMMMDCCCLXXXVI
DCCXXXIII,DCCXXXIII,733,733,DCCXXXIII
MMMMDCCCCLXXXV,MMMMCMLXXXV,4985,4985,MMMMCMLXXXV
MMCCXXXXVIII,MMCCXLVIII,2248,2248,MMCCXLVIII
MMMCCLXXVIII,MMMCCLXXVIII,3278,3278,MMMCCLXXVIII
MMMDCLXXVIII,MMMDCLXXVIII,3678,3678,MMMDCLXXVIII
DCCCI,DCCCI,801,801,DCCCI
MMMMLXXXXVIIII,MMMMXCIX,4099,4099,MMMMXCIX
MMMCCCCLXXII,MMMCDLXXII,3472,3472,MMMCDLXXII
MMCLXXXVII,MMCLXXXVII,2187,2187,MMCLXXXVII
CCLXVI,CCLXVI,266,266,CCLXVI
MCDXLIII,MCDXLIII,1443,1443,MCDXLIII
MMCXXVIII,MMCXXVIII,2128,2128,MMCXXVIII
MDXIV,MDXIV,1514,1514,MDXIV
CCCXCVIII,CCCXCVIII,398,398,CCCXCVIII
CLXXVIII,CLXXVIII,178,178,CLXXVIII
MMCXXXXVIIII,MMCXLIX,2149,2149,MMCXLIX
MMMDCLXXXIV,MMMDCLXXXIV,3684,3684,MMMDCLXXXIV
CMLVIII,CMLVIII,958,958,CMLVIII
MCDLIX,MCDLIX,1459,1459,MCDLIX
MMMMDCCCXXXII,MMMMDCCCXXXII,4832,4832,MMMMDCCCXXXII
MMMMDCXXXIIII,MMMMDCXXXIV,4634,4634,MMMMDCXXXIV
MDCXXI,MDCXXI,1621,1621,MDCXXI
MMMDCXLV,MMMDCXLV,3645,3645,MMMDCXLV
MCLXXVIII,MCLXXVIII,1178,1178,MCLXXVIII
MCDXXII,MCDXXII,1422,1422,MCDXXII
IV,IV,4,4,IV
MCDLXXXXIII,MCDXCIII,1493,1493,MCDXCIII
MMMMDCCLXV,MMMMDCCLXV,4765,4765,MMMMDCCLXV
CCLI,CCLI,251,251,CCLI
MMMMDCCCXXXVIII,MMMMDCCCXXXVIII,4838,4838,MMMMDCCCXXXVIII
DCLXII,DCLXII,662,662,DCLXII
MCCCLXVII,MCCCLXVII,1367,1367,MCCCLXVII
MMMMDCCCXXXVI,MMMMDCCCXXXVI,4836,4836,MMMMDCCCXXXVI
MMDCCXLI,MMDCCXLI,2741,2741,MMDCCXLI
MLXI,MLXI,1061,1061,MLXI
MMMCDLXVIII,MMMCDLXVIII,3468,3468,MMMCDLXVIII
MCCCCXCIII,MCDXCIII,1493,1493,MCDXCIII
XXXIII,XXXIII,33,33,XXXIII
MMMDCLXIII,MMMDCLXIII,3663,3663,MMMDCLXIII
MMMMDCL,MMMMDCL,4650,4650,MMMMDCL
DCCCXXXXIIII,DCCCXLIV,844,844,DCCCXLIV
MMDLVII,MMDLVII,2557,2557,MMDLVII
DXXXVII,DXXXVII,537,537,DXXXVII
MCCCCXXIIII,MCDXXIV,1424,1424,MCDXXIV
MCVII,MCVII,1107,1107,MCVII
MMMMDCCXL,MMMMDCCXL,4740,4740,MMMMDCCXL
MMMMCXXXXIIII,MMMMCXLIV,4144,4144,MMMMCXLIV
MCCCCXXIV,MCDXXIV,1424,1424,MCDXXIV
MMCLXVIII,MMCLXVIII,2168,2168,MMCLXVIII
MMXCIII,MMXCIII,2093,2093,MMXCIII
MDCCLXXX,MDCCLXXX,1780,1780,MDCCLXXX
MCCCLIIII,MCCCLIV,1354,1354,MCCCLIV
MMDCLXXI,MMDCLXXI,2671,2671,MMDCLXXI
MXI,MXI,1011,1011,MXI
MCMLIV,MCMLIV,1954,1954,MCMLIV
MMMCCIIII,MMMCCIV,3204,3204,MMMCCIV
DCCLXXXVIIII,DCCLXXXIX,789,789,DCCLXXXIX
MDCLIV,MDCLIV,1654,1654,MDCLIV
MMMDCXIX,MMMDCXIX,3619,3619,MMMDCXIX
CMLXXXI,CMLXXXI,981,981,CMLXXXI
DCCLXXXVII,DCCLXXXVII,787,787,DCCLXXXVII
XXV,XXV,25,25,XXV
MMMXXXVI,MMMXXXVI,3036,3036,MMMXXXVI
MDVIIII,MDIX,1509,1509,MDIX
CLXIII,CLXIII,163,163,CLXIII
MMMCDLVIIII,MMMCDLIX,3459,3459,MMMCDLIX
MMCCCCVII,MMCDVII,2407,2407,MMCDVII
MMMLXX,MMMLXX,3070,3070,MMMLXX
MXXXXII,MXLII,1042,1042,MXLII
MMMMCCCLXVIII,MMMMCCCLXVIII,4368,4368,MMMMCCCLXVIII
MMDCCCXXVIII,MMDCCCXXVIII,2828,2828,MMDCCCXXVIII
MMMMDCXXXXI,MMMMDCXLI,4641,4641,MMMMDCXLI
MMMMDCCCXXXXV,MMMMDCCCXLV,4845,4845,MMMMDCCCXLV
MMMXV,MMMXV,3015,3015,MMMXV
MMMMCCXVIIII,MMMMCCXIX,4219,4219,MMMMCCXIX
MMDCCXIIII,MMDCCXIV,2714,2714,MMDCCXIV
MMMXXVII,MMMXXVII,3027,3027,MMMXXVII
MDCCLVIIII,MDCCLIX,1759,1759,MDCCLIX
MMCXXIIII,MMCXXIV,2124,2124,MMCXXIV
MCCCLXXIV,MCCCLXXIV,1374,1374,MCCCLXXIV
DCLVIII,DCLVIII,658,658,DCLVIII
MMMLVII,MMMLVII,3057,3057,MMMLVII
MMMCXLV,MMMCXLV,3145,3145,MMMCXLV
MMXCVII,MMXCVII,2097,2097,MMXCVII
MMMCCCLXXXVII,MMMCCCLXXXVII,3387,3387,MMMCCCLXXXVII
MMMMCCXXII,MMMMCCXXII,4222,4222,MMMMCCXXII
DXII,DXII,512,512,DXII
MMMDLV,MMMDLV,3555,3555,MMMDLV
MCCCLXXVIII,MCCCLXXVIII,1378,1378,MCCCLXXVIII
MMMCLIIII,MMMCLIV,3154,3154,MMMCLIV
MMMMCLXXXX,MMMMCXC,4190,4190,MMMMCXC
MMMCLXXXIIII,MMMCLXXXIV,3184,3184,MMMCLXXXIV
MDCXXIII,MDCXXIII,1623,1623,MDCXXIII
MMMMCCXVI,MMMMCCXVI,4216,4216,MMMMCCXVI
MMMMDLXXXIII,MMMMDLXXXIII,4583,4583,MMMMDLXXXIII
MMMDXXXXIII,MMMDXLIII,3543,3543,MMMDXLIII
MMMMCCCCLV,MMMMCDLV,4455,4455,MMMMCDLV
MMMDLXXXI,MMMDLXXXI,3581,3581,MMMDLXXXI
MMMCCLXXVI,MMMCCLXXVI,3276,3276,MMMCCLXXVI
MMMMXX,MMMMXX,4020,4020,MMMMXX
MMMMDLVI,MMMMDLVI,4556,4556,MMMMDLVI
MCCCCLXXX,MCDLXXX,1480,1480,MCDLXXX
MMMXXII,MMMXXII,3022,3022,MMMXXII
MMXXII,MMXXII,2022,2022,MMXXII
MMDCCCCXXXI,MMCMXXXI,2931,2931,MMCMXXXI
MMMDXXV,MMMDXXV,3525,3525,MMMDXXV
MMMDCLXXXVIIII,MMMDCLXXXIX,3689,3689,MMMDCLXXXIX
MMMDLXXXXVII,MMMDXCVII,3597,3597,MMMDXCVII
MDLXIIII,MDLXIV,1564,1564,MDLXIV
CMXC,CMXC,990,990,CMXC
MMMXXXVIII,MMMXXXVIII,3038,3038,MMMXXXVIII
MDLXXXVIII,MDLXXXVIII,1588,1588,MDLXXXVIII
MCCCLXXVI,MCCCLXXVI,1376,1376,MCCCLXXVI
MMCDLIX,MMCDLIX,2459,2459,MMCDLIX
MMDCCCXVIII,MMDCCCXVIII,2818,2818,MMDCCCXVIII
MDCCCXXXXVI,MDCCCXLVI,1846,1846,MDCCCXLVI
MMMMCMIV,MMMMCMIV,4904,4904,MMMMCMIV
MMMMDCIIII,MMMMDCIV,4604,4604,MMMMDCIV
MMCCXXXV,MMCCXXXV,2235,2235,MMCCXXXV
XXXXVI,XLVI,46,46,XLVI
MMMMCCXVII,MMMMCCXVII,4217,4217,MMMMCCXVII
MMCCXXIV,MMCCXXIV,2224,2224,MMCCXXIV
MCMLVIIII,MCMLIX,1959,1959,MCMLIX
MLXXXIX,MLXXXIX,1089,1089,MLXXXIX
MMMMLXXXIX,MMMMLXXXIX,4089,4089,MMMMLXXXIX
CLXXXXIX,CXCIX,199,199,CXCIX
MMMDCCCCLVIII,MMMCMLVIII,3958,3958,MMMCMLVIII
MMMMCCLXXIII,MMMMCCLXXIII,4273,4273,MMMMCCLXXIII
MCCCC,MCD,1400,1400,MCD
DCCCLIX,DCCCLIX,859,859,DCCCLIX
MMMCCCLXXXII,MMMCCCLXXXII,3382,3382,MMMCCCLXXXII
MMMCCLXVIIII,MMMCCLXIX,3269,3269,MMMCCLXIX
MCLXXXV,MCLXXXV,1185,1185,MCLXXXV
CDLXXXVII,CDLXXXVII,487,487,CDLXXXVII
DCVI,DCVI,606,606,DCVI
MMX,MMX,2010,2010,MMX
MMCCXIII,MMCCXIII,2213,2213,MMCCXIII
MMMMDCXX,MMMMDCXX,4620,4620,MMMMDCXX
MMMMXXVIII,MMMMXXVIII,4028,4028,MMMMXXVIII
DCCCLXII,DCCCLXII,862,862,DCCCLXII
MMMMCCCXLIII,MMMMCCCXLIII,4343,4343,MMMMCCCXLIII
MMMMCLXV,MMMMCLXV,4165,4165,MMMMCLXV
DXCI,DXCI,591,591,DXCI
MMMMCLXXX,MMMMCLXXX,4180,4180,MMMMCLXXX
MMMDCCXXXXI,MMMDCCXLI,3741,3741,MMMDCCXLI
MMMMXXXXVI,MMMMXLVI,4046,4046,MMMMXLVI
DCLX,DCLX,660,660,DCLX
MMMCCCXI,MMMCCCXI,3311,3311,MMMCCCXI
MCCLXXX,MCCLXXX,1280,1280,MCCLXXX
MMCDLXXII,MMCDLXXII,2472,2472,MMCDLXXII
DCCLXXI,DCCLXXI,771,771,DCCLXXI
